1.000000000000000, 1.000000000000000, 1.000000000000000, 1.618033988749895, 1.618033988749895, 1.618033988749895, 1.732050807568877, 2.802517076888147
1.000000000000000, 1.000000000000000, 1.000000000000000, 1.618033988749895, 1.618033988749895, 1.618033988749895, -1.732050807568877, -2.802517076888147
1.000000000000000, 1.000000000000000, 1.000000000000000, -0.6180339887498948, -0.6180339887498948, -0.6180339887498948, 1.732050807568877, -1.070466269319270
1.000000000000000, 1.000000000000000, 1.000000000000000, -0.6180339887498948, -0.6180339887498948, -0.6180339887498948, -1.732050807568877, 1.070466269319270
1.000000000000000, -0.5000000000000000 + 0.8660254037844386 I, -0.5000000000000000 - 0.8660254037844386 I, 1.618033988749895, -0.809016994374947 - 1.401258538444074 I, -0.809016994374947 + 1.401258538444074 I, 0, 0
1.000000000000000, -0.5000000000000000 - 0.8660254037844386 I, -0.5000000000000000 + 0.8660254037844386 I, 1.618033988749895, -0.809016994374947 + 1.401258538444074 I, -0.809016994374947 - 1.401258538444074 I, 0, 0
1.000000000000000, -0.5000000000000000 - 0.8660254037844386 I, -0.5000000000000000 + 0.8660254037844386 I, -0.6180339887498948, 0.3090169943749474 - 0.5352331346596349 I, 0.3090169943749474 + 0.5352331346596349 I, 0, 0
1.000000000000000, -0.5000000000000000 + 0.8660254037844386 I, -0.5000000000000000 - 0.8660254037844386 I, -0.6180339887498948, 0.3090169943749474 + 0.5352331346596349 I, 0.3090169943749474 - 0.5352331346596349 I, 0, 0
