"1.000000000000000, 4.645751311064591, 5.645751311064591, 1.000000000000000, 1.000000000000000, 4.645751311064591, 4.645751311064591, 5.645751311064591, 5.645751311064591
1.000000000000000, -2.000000000000000, -1.000000000000000, -0.5000000000000000 + 0.8660254037844386 I, -0.5000000000000000 - 0.8660254037844386 I, 1.000000000000000 + 1.732050807568877 I, 1.000000000000000 - 1.732050807568877 I, 0.5000000000000000 - 0.8660254037844386 I, 0.5000000000000000 + 0.8660254037844386 I
1.000000000000000, -2.000000000000000, -1.000000000000000, -0.5000000000000000 - 0.8660254037844386 I, -0.5000000000000000 + 0.8660254037844386 I, 1.000000000000000 - 1.732050807568877 I, 1.000000000000000 + 1.732050807568877 I, 0.5000000000000000 + 0.8660254037844386 I, 0.5000000000000000 - 0.8660254037844386 I
1.000000000000000, -0.6457513110645906, 0.3542486889354094, 1.000000000000000, 1.000000000000000, -0.6457513110645906, -0.6457513110645906, 0.3542486889354094, 0.3542486889354094
1.000000000000000, 1.000000000000000, -1.000000000000000, 1.000000000000000, 1.000000000000000, 1.000000000000000, 1.000000000000000, -1.000000000000000, -1.000000000000000
1.000000000000000, 1.000000000000000, -1.000000000000000, -0.5000000000000000 + 0.8660254037844386 I, -0.5000000000000000 - 0.8660254037844386 I, -0.5000000000000000 - 0.8660254037844386 I, -0.5000000000000000 + 0.8660254037844386 I, 0.5000000000000000 - 0.8660254037844386 I, 0.5000000000000000 + 0.8660254037844386 I
1.000000000000000, 1.000000000000000, -1.000000000000000, -0.5000000000000000 - 0.8660254037844386 I, -0.5000000000000000 + 0.8660254037844386 I, -0.5000000000000000 + 0.8660254037844386 I, -0.5000000000000000 - 0.8660254037844386 I, 0.5000000000000000 + 0.8660254037844386 I, 0.5000000000000000 - 0.8660254037844386 I
1.000000000000000, 0, 1.000000000000000, -0.5000000000000000 - 0.8660254037844386 I, -0.5000000000000000 + 0.8660254037844386 I, 0, 0, -0.5000000000000000 - 0.8660254037844386 I, -0.5000000000000000 + 0.8660254037844386 I
1.000000000000000, 0, 1.000000000000000, -0.5000000000000000 + 0.8660254037844386 I, -0.5000000000000000 - 0.8660254037844386 I, 0, 0, -0.5000000000000000 + 0.8660254037844386 I, -0.5000000000000000 - 0.8660254037844386 I"
