1., 1., 1.90211, 1.90211, 2.61803, 2.61803, 3.07768, 3.07768, 3.23607
1., 1., 0., 0., -1., -1., 0., 0., 1.
1. + 0. I, -1. + 0. I, 0. + 1.61803 I, 0. - 1.61803 I, -1.61803 + 0. I, 1.61803 + 0. I, 0. - 1. I, 0. + 1. I, 0.
1. + 0. I, -1. + 0. I, 0. - 1.61803 I, 0. + 1.61803 I, -1.61803 + 0. I, 1.61803 + 0. I, 0. + 1. I, 0. - 1. I, 0.
1., -1. + 0. I, 0. + 0.618034 I, 0. - 0.618034 I, 0.618034 + 0. I, -0.618034 + 0. I, 0. + 1. I, 0. - 1. I, 0.
1., -1. + 0. I, 0. - 0.618034 I, 0. + 0.618034 I, 0.618034 + 0. I, -0.618034 + 0. I, 0. - 1. I, 0. + 1. I, 0.
1., 1., -1.90211, -1.90211, 2.61803, 2.61803, -3.07768, -3.07768, 3.23607
1., 1., 1.17557, 1.17557, 0.381966, 0.381966, -0.726543, -0.726543, -1.23607
1., 1., -1.17557, -1.17557, 0.381966, 0.381966, 0.726543, 0.726543, -1.23607
