1., 1., 1., 1., 1., 1., 2.51414, 2.51414, 3.32088
1., 1., 1., 1., 1., 1., 0.571993, 0.571993, -2.67282
1., 1., 1., 1., 1., 1., -2.08613, -2.08613, 1.35194
1., -1., 1., 1., -1., -1., -1.73205, 1.73205, 0.
1., -1., 1., 1., -1., -1., 1.73205, -1.73205, 0.
1.,                -115
1. + 3.10833 10     I, -0.5 - 0.866025 I, -0.5 + 0.866025 I, -0.5 + 0.866025 I, -0.5 - 0.866025 I, 0., 0., 0.
1.,                -115
1. - 3.10833 10     I, -0.5 + 0.866025 I, -0.5 - 0.866025 I, -0.5 - 0.866025 I, -0.5 + 0.866025 I, 0., 0., 0.
1.,                 -115
-1. - 6.83833 10     I, -0.5 - 0.866025 I, -0.5 + 0.866025 I, 0.5 - 0.866025 I, 0.5 + 0.866025 I, 0., 0., 0.
1.,                 -115
-1. + 6.83833 10     I, -0.5 + 0.866025 I, -0.5 - 0.866025 I, 0.5 + 0.866025 I, 0.5 - 0.866025 I, 0., 0., 0.
