"1.000000000000000, 1.000000000000000, 1.000000000000000, 1.000000000000000, 1.000000000000000, 1.000000000000000, 1.000000000000000, 1.000000000000000, 1.000000000000000
1.000000000000000, -0.5000000000000000 + 0.8660254037844386 I, -0.5000000000000000 - 0.8660254037844386 I, -0.9396926207859084 + 0.3420201433256687 I, -0.9396926207859084 - 0.3420201433256687 I, 0.1736481776669303 - 0.9848077530122081 I, 0.1736481776669303 + 0.9848077530122081 I, 0.7660444431189780 - 0.6427876096865393 I, 0.7660444431189780 + 0.6427876096865393 I
1.000000000000000, -0.5000000000000000 - 0.8660254037844386 I, -0.5000000000000000 + 0.8660254037844386 I, -0.9396926207859084 - 0.3420201433256687 I, -0.9396926207859084 + 0.3420201433256687 I, 0.1736481776669303 + 0.9848077530122081 I, 0.1736481776669303 - 0.9848077530122081 I, 0.7660444431189780 + 0.6427876096865393 I, 0.7660444431189780 - 0.6427876096865393 I
1.000000000000000, -0.5000000000000000 + 0.8660254037844386 I, -0.5000000000000000 - 0.8660254037844386 I, 0.7660444431189780 + 0.6427876096865393 I, 0.7660444431189780 - 0.6427876096865393 I, -0.9396926207859084 + 0.3420201433256687 I, -0.9396926207859084 - 0.3420201433256687 I, 0.1736481776669303 + 0.9848077530122081 I, 0.1736481776669303 - 0.9848077530122081 I
1.000000000000000, -0.5000000000000000 - 0.8660254037844386 I, -0.5000000000000000 + 0.8660254037844386 I, 0.7660444431189780 - 0.6427876096865393 I, 0.7660444431189780 + 0.6427876096865393 I, -0.9396926207859084 - 0.3420201433256687 I, -0.9396926207859084 + 0.3420201433256687 I, 0.1736481776669303 - 0.9848077530122081 I, 0.1736481776669303 + 0.9848077530122081 I
1.000000000000000, 1.000000000000000, 1.000000000000000, -0.5000000000000000 + 0.8660254037844386 I, -0.5000000000000000 - 0.8660254037844386 I, -0.5000000000000000 + 0.8660254037844386 I, -0.5000000000000000 - 0.8660254037844386 I, -0.5000000000000000 - 0.8660254037844386 I, -0.5000000000000000 + 0.8660254037844386 I
1.000000000000000, 1.000000000000000, 1.000000000000000, -0.5000000000000000 - 0.8660254037844386 I, -0.5000000000000000 + 0.8660254037844386 I, -0.5000000000000000 - 0.8660254037844386 I, -0.5000000000000000 + 0.8660254037844386 I, -0.5000000000000000 + 0.8660254037844386 I, -0.5000000000000000 - 0.8660254037844386 I
1.000000000000000, -0.5000000000000000 - 0.8660254037844386 I, -0.5000000000000000 + 0.8660254037844386 I, 0.1736481776669303 + 0.9848077530122081 I, 0.1736481776669303 - 0.9848077530122081 I, 0.7660444431189780 - 0.6427876096865393 I, 0.7660444431189780 + 0.6427876096865393 I, -0.9396926207859084 + 0.3420201433256687 I, -0.9396926207859084 - 0.3420201433256687 I
1.000000000000000, -0.5000000000000000 + 0.8660254037844386 I, -0.5000000000000000 - 0.8660254037844386 I, 0.1736481776669303 - 0.9848077530122081 I, 0.1736481776669303 + 0.9848077530122081 I, 0.7660444431189780 + 0.6427876096865393 I, 0.7660444431189780 - 0.6427876096865393 I, -0.9396926207859084 - 0.3420201433256687 I, -0.9396926207859084 + 0.3420201433256687 I"
